# a, b, af, bf, as, bs, afs, bfs, alfa1, beta1, alfa2, beta2, vol, fibstretch 
1.41330404e+02,  4.76991835e+00,  1.13532241e+02,  1.01636830e+01,  2.76316199e+02,  4.77103964e+00,  5.31996446e+02,  1.35109876e+01,  7.96005672e-01,  4.38067108e+00,  8.54858967e-03,  4.03746629e+01,  1.15019875e+02,  1.15275077e+00
1.48233971e+02,  5.28953022e+00,  1.12628937e+02,  1.00056660e+01,  4.27675299e+02,  4.45982421e+00,  5.26704048e+02,  1.29024622e+01,  1.03204147e+00,  4.10032892e+00,  1.17841203e-02,  3.92434419e+01,  1.12163450e+02,  1.14812784e+00
1.85793824e+02,  7.20317899e+00,  1.49740442e+02,  1.09998648e+01,  3.98343361e+02,  3.90760115e+00,  3.26731699e+02,  1.18871888e+01,  1.90249097e+00,  4.10621996e+00,  1.32313796e-02,  4.26044011e+01,  1.03527804e+02,  1.13270277e+00
1.68345737e+02,  6.82433554e+00,  9.06996859e+01,  1.18132771e+01,  3.10469212e+02,  4.94560068e+00,  4.86902943e+02,  1.03257384e+01,  1.56649255e+00,  4.35224864e+00,  1.07322379e-02,  4.30308464e+01,  1.05759145e+02,  1.13682010e+00
1.36372567e+02,  6.62097322e+00,  1.46324182e+02,  1.14791197e+01,  3.00541756e+02,  5.94711962e+00,  4.76077876e+02,  9.67800702e+00,  1.49761266e+00,  4.45460435e+00,  8.60848139e-03,  4.51704662e+01,  1.06166559e+02,  1.13542325e+00
1.29564193e+02,  6.18023168e+00,  1.09727301e+02,  1.37927695e+01,  4.69435317e+02,  6.47983157e+00,  3.78612879e+02,  1.16049885e+01,  1.69997650e+00,  4.48534856e+00,  7.21536188e-03,  4.74855860e+01,  1.04528216e+02,  1.13254265e+00
1.11426974e+02,  6.06933061e+00,  1.16726383e+02,  1.03618229e+01,  3.73127216e+02,  4.52552609e+00,  5.07746819e+02,  8.06478860e+00,  1.03016478e+00,  4.39880470e+00,  8.91538188e-03,  4.15369069e+01,  1.11271579e+02,  1.14714444e+00
1.19153160e+02,  4.55432394e+00,  8.69535336e+01,  1.14393108e+01,  4.76376195e+02,  4.35825413e+00,  3.75336125e+02,  1.32403700e+01,  8.48814845e-01,  4.33828547e+00,  7.76113940e-03,  4.09342597e+01,  1.14224353e+02,  1.15318809e+00
1.81570219e+02,  6.07899940e+00,  9.66847972e+01,  9.88234934e+00,  2.77312988e+02,  5.54410510e+00,  2.93307734e+02,  1.35309451e+01,  1.29012520e+00,  4.25804292e+00,  1.00608363e-02,  4.23721002e+01,  1.08514616e+02,  1.14081390e+00
1.58837894e+02,  5.74664970e+00,  8.32778666e+01,  1.31521029e+01,  4.81717052e+02,  6.66093922e+00,  4.63463552e+02,  7.91709124e+00,  1.60574841e+00,  4.39683611e+00,  8.22134195e-03,  4.58676611e+01,  1.05335690e+02,  1.13426673e+00
1.77162188e+02,  5.34046739e+00,  1.23913729e+02,  1.26681215e+01,  4.73075524e+02,  6.44940113e+00,  3.10267403e+02,  1.17500249e+01,  1.62950200e+00,  4.22021661e+00,  9.09921763e-03,  4.52283648e+01,  1.05380454e+02,  1.13371343e+00
1.94834598e+02,  7.68304307e+00,  1.10674989e+02,  8.51536530e+00,  4.47236866e+02,  4.13617872e+00,  3.50674960e+02,  9.01536690e+00,  2.10207926e+00,  4.16809447e+00,  1.24715885e-02,  4.39456872e+01,  1.02199736e+02,  1.12995941e+00
1.54317821e+02,  7.38220972e+00,  1.04903147e+02,  9.24055847e+00,  3.09130517e+02,  5.95998671e+00,  3.54402171e+02,  8.22522104e+00,  1.70064383e+00,  4.46810573e+00,  8.74811514e-03,  4.57554025e+01,  1.04581466e+02,  1.13327110e+00
1.06987008e+02,  5.90259662e+00,  1.47414764e+02,  1.44209790e+01,  2.69324878e+02,  6.56240111e+00,  5.11179003e+02,  1.43804727e+01,  1.40407978e+00,  4.84424061e+00,  5.25743305e-03,  4.92758050e+01,  1.06338748e+02,  1.13467209e+00
1.43982545e+02,  5.29540838e+00,  1.28924839e+02,  1.15798227e+01,  4.17536393e+02,  6.69983143e+00,  3.56157538e+02,  1.34067032e+01,  1.39546785e+00,  4.41747421e+00,  7.34729816e-03,  4.61249821e+01,  1.07093553e+02,  1.13622723e+00
1.72135132e+02,  4.82755240e+00,  9.31310443e+01,  1.17092901e+01,  3.59191985e+02,  4.68808500e+00,  3.26753781e+02,  1.18565611e+01,  1.00413693e+00,  4.21441805e+00,  9.61713853e-03,  4.04676858e+01,  1.12173362e+02,  1.14900603e+00
1.72472786e+02,  7.65366843e+00,  1.03911941e+02,  1.50764579e+01,  4.60498911e+02,  5.70111045e+00,  5.02712865e+02,  1.28612674e+01,  2.44314954e+00,  4.29115141e+00,  1.13324093e-02,  4.62343838e+01,  1.00322268e+02,  1.12541246e+00
1.93854995e+02,  5.42187315e+00,  1.37096232e+02,  1.15087575e+01,  4.47252430e+02,  6.13863504e+00,  5.30480951e+02,  1.19060007e+01,  1.58362128e+00,  4.04943498e+00,  1.21573422e-02,  4.27187181e+01,  1.06033042e+02,  1.13440594e+00
1.27691334e+02,  5.96410849e+00,  1.24987441e+02,  1.23225791e+01,  2.81977878e+02,  4.90699607e+00,  5.02442660e+02,  1.31213543e+01,  1.13909797e+00,  4.48562922e+00,  8.35251220e-03,  4.30118640e+01,  1.09659563e+02,  1.14344192e+00
1.50452149e+02,  7.39797836e+00,  1.40510471e+02,  9.58355764e+00,  3.17536138e+02,  4.24617025e+00,  4.67738271e+02,  9.52302297e+00,  1.64027588e+00,  4.38285127e+00,  1.07078925e-02,  4.34251930e+01,  1.05126627e+02,  1.13558465e+00
1.40712892e+02,  7.74896915e+00,  1.23392557e+02,  8.43461920e+00,  3.72928472e+02,  5.39848255e+00,  4.03542247e+02,  1.00537575e+01,  1.78010136e+00,  4.45834851e+00,  9.28612519e-03,  4.55456667e+01,  1.04026756e+02,  1.13244514e+00
1.12856174e+02,  4.38802952e+00,  9.66164143e+01,  1.21309746e+01,  3.60917926e+02,  6.56174772e+00,  4.00276683e+02,  1.19551050e+01,  9.98717271e-01,  4.88144073e+00,  4.22862589e-03,  4.81935241e+01,  1.10349023e+02,  1.14299627e+00
1.93916472e+02,  4.76292180e+00,  1.31833171e+02,  1.52795550e+01,  4.38504050e+02,  5.05755555e+00,  5.28518885e+02,  1.26012570e+01,  1.51268551e+00,  4.09871510e+00,  1.13405874e-02,  4.24223842e+01,  1.06566538e+02,  1.13714947e+00
1.67311667e+02,  7.57065050e+00,  8.29183807e+01,  1.49263267e+01,  4.82936155e+02,  4.57518746e+00,  4.71451233e+02,  8.97732028e+00,  2.16105394e+00,  4.28789972e+00,  1.15860304e-02,  4.45227042e+01,  1.01794696e+02,  1.12999001e+00
1.48214091e+02,  5.74106989e+00,  9.86199490e+01,  1.09498440e+01,  3.99487856e+02,  6.10872629e+00,  4.05065332e+02,  8.82864868e+00,  1.28887061e+00,  4.36700103e+00,  8.36432769e-03,  4.40663117e+01,  1.08262919e+02,  1.13973608e+00
1.37753230e+02,  5.61604746e+00,  1.15918097e+02,  9.00773988e+00,  2.66349301e+02,  4.11668817e+00,  4.19744383e+02,  1.20844032e+01,  8.55478127e-01,  4.30552282e+00,  9.96152569e-03,  3.92893481e+01,  1.14284336e+02,  1.15294942e+00
1.12945745e+02,  6.13654562e+00,  9.65465100e+01,  1.08661061e+01,  3.97661518e+02,  5.84570127e+00,  4.27341690e+02,  1.38564809e+01,  1.18771756e+00,  4.53947047e+00,  7.35127703e-03,  4.45710437e+01,  1.08980426e+02,  1.14139154e+00
1.78058468e+02,  6.92610524e+00,  1.32540201e+02,  1.29860251e+01,  3.08755834e+02,  3.89819506e+00,  5.18897431e+02,  1.07215926e+01,  1.71587361e+00,  4.22263543e+00,  1.27432191e-02,  4.20837398e+01,  1.04751760e+02,  1.13544270e+00
1.48856308e+02,  6.18758460e+00,  1.30387402e+02,  1.50950167e+01,  4.54501572e+02,  5.20849121e+00,  4.79713469e+02,  1.18265719e+01,  1.73318926e+00,  4.24818237e+00,  1.01487388e-02,  4.44235343e+01,  1.04566042e+02,  1.13355261e+00
1.25509739e+02,  6.81763826e+00,  1.43438592e+02,  1.02547450e+01,  4.32991585e+02,  6.41060929e+00,  3.98140700e+02,  1.01138691e+01,  1.61290311e+00,  4.37157775e+00,  8.53941717e-03,  4.59285074e+01,  1.05343963e+02,  1.13326765e+00
1.36514704e+02,  5.55583543e+00,  1.45771981e+02,  1.37995385e+01,  2.75042379e+02,  5.58249649e+00,  4.35022264e+02,  1.27879767e+01,  1.27505760e+00,  4.54071867e+00,  7.14221534e-03,  4.54359489e+01,  1.08037908e+02,  1.13913681e+00
1.71492800e+02,  6.65783903e+00,  8.67380964e+01,  9.13959922e+00,  4.39671813e+02,  6.60625813e+00,  4.25775301e+02,  1.28089412e+01,  1.63491146e+00,  4.21803578e+00,  1.04511496e-02,  4.42959814e+01,  1.05388080e+02,  1.13335213e+00
1.77464831e+02,  7.74285633e+00,  1.22066662e+02,  1.49313145e+01,  4.12752542e+02,  6.16805462e+00,  3.02318083e+02,  1.39458295e+01,  2.57720122e+00,  4.32335776e+00,  1.00834311e-02,  4.78165125e+01,  9.96985966e+01,  1.12376641e+00
1.94894034e+02,  4.60824973e+00,  1.25695945e+02,  1.09083211e+01,  3.64030023e+02,  6.53164925e+00,  4.87082029e+02,  1.38518715e+01,  1.26604756e+00,  4.23239320e+00,  9.53306255e-03,  4.32618246e+01,  1.08754828e+02,  1.13892281e+00
1.06367552e+02,  4.73430617e+00,  1.03841613e+02,  1.07690708e+01,  4.45751047e+02,  5.21420385e+00,  4.64760818e+02,  1.28217904e+01,  9.03935276e-01,  4.48907634e+00,  6.75720845e-03,  4.31257395e+01,  1.12781367e+02,  1.14857346e+00
1.30298351e+02,  5.10876566e+00,  1.43132116e+02,  1.04202838e+01,  2.63524239e+02,  6.14745459e+00,  4.85379163e+02,  1.34849044e+01,  9.97876703e-01,  4.56439140e+00,  6.80296861e-03,  4.45095202e+01,  1.11196805e+02,  1.14349617e+00
1.48717119e+02,  5.29533483e+00,  9.79644628e+01,  1.05981680e+01,  3.65266517e+02,  4.74077061e+00,  4.06652935e+02,  9.32258945e+00,  9.95935106e-01,  4.26004176e+00,  9.56240751e-03,  4.06095162e+01,  1.12166005e+02,  1.14869332e+00
1.32979904e+02,  7.78317827e+00,  9.01142050e+01,  9.40288308e+00,  2.79288498e+02,  5.75687645e+00,  4.58123031e+02,  1.44977092e+01,  1.66346942e+00,  4.68634603e+00,  8.16196420e-03,  4.61518999e+01,  1.04604633e+02,  1.13377643e+00
1.09121541e+02,  7.57332317e+00,  1.32757583e+02,  1.15681832e+01,  4.34045225e+02,  4.78592079e+00,  3.06280621e+02,  1.34550237e+01,  1.63631783e+00,  4.49468125e+00,  8.38598087e-03,  4.54036549e+01,  1.05011163e+02,  1.13539397e+00
1.82503464e+02,  6.82598098e+00,  1.16493530e+02,  1.24595341e+01,  4.12371488e+02,  3.78007213e+00,  3.84778966e+02,  1.39350759e+01,  1.72275071e+00,  4.10312418e+00,  1.34991913e-02,  4.14957610e+01,  1.04849334e+02,  1.13591252e+00
1.40917689e+02,  6.11542195e+00,  8.80801697e+01,  1.06604582e+01,  3.32550971e+02,  6.15063499e+00,  3.08765717e+02,  1.23585116e+01,  1.23858844e+00,  4.49712920e+00,  7.48693432e-03,  4.46748359e+01,  1.08529804e+02,  1.14058932e+00
1.83990549e+02,  6.57035612e+00,  8.26914273e+01,  1.41777697e+01,  3.16314362e+02,  4.29800702e+00,  3.92476300e+02,  1.25193450e+01,  1.58424400e+00,  4.27362821e+00,  1.14564535e-02,  4.21614724e+01,  1.05727314e+02,  1.13803065e+00
1.68534784e+02,  4.69229577e+00,  1.06782846e+02,  1.21582083e+01,  3.52685589e+02,  5.49946135e+00,  3.82705858e+02,  8.61798645e+00,  1.10263300e+00,  4.35274693e+00,  8.04389658e-03,  4.29963568e+01,  1.10395879e+02,  1.14435496e+00
1.30963996e+02,  6.70098287e+00,  1.03022823e+02,  8.97325148e+00,  3.85981889e+02,  5.19106022e+00,  2.88582422e+02,  1.45527315e+01,  1.27781529e+00,  4.39178311e+00,  8.78033297e-03,  4.33610385e+01,  1.08357822e+02,  1.14101678e+00
1.14546247e+02,  5.90965804e+00,  1.09830770e+02,  1.25226254e+01,  3.49384076e+02,  4.46031791e+00,  4.30884689e+02,  1.29828858e+01,  1.07187815e+00,  4.46494510e+00,  8.10544362e-03,  4.24890228e+01,  1.10533605e+02,  1.14613681e+00
1.51436322e+02,  6.82341409e+00,  8.20964198e+01,  1.24126262e+01,  4.04560218e+02,  4.31244430e+00,  3.46250176e+02,  9.13483273e+00,  1.50010373e+00,  4.33697134e+00,  1.01320643e-02,  4.27551945e+01,  1.06343592e+02,  1.13929232e+00
1.90997831e+02,  5.01221945e+00,  1.44806581e+02,  9.69000560e+00,  2.85505310e+02,  3.77186874e+00,  3.33251283e+02,  1.30755522e+01,  9.62981418e-01,  3.93647640e+00,  1.38007055e-02,  3.71800736e+01,  1.13873002e+02,  1.15206911e+00
1.62735809e+02,  6.67342911e+00,  1.25303552e+02,  1.46875154e+01,  3.56260042e+02,  5.97044452e+00,  3.46924770e+02,  1.20138846e+01,  1.90186655e+00,  4.37552171e+00,  8.97113036e-03,  4.63659453e+01,  1.03279331e+02,  1.13066188e+00
1.25348225e+02,  7.62845573e+00,  9.88986460e+01,  1.25288234e+01,  2.87146203e+02,  6.36197824e+00,  4.31760948e+02,  1.21433859e+01,  1.77239110e+00,  4.73787164e+00,  7.12748444e-03,  4.78179719e+01,  1.03814526e+02,  1.13197846e+00
1.17085546e+02,  4.70561463e+00,  1.11151323e+02,  1.19522492e+01,  4.10958607e+02,  5.86682724e+00,  2.90641476e+02,  8.02381400e+00,  1.05885108e+00,  4.60708309e+00,  5.36466002e-03,  4.62008083e+01,  1.10287123e+02,  1.14371911e+00
1.89461127e+02,  5.95317504e+00,  1.01578314e+02,  8.75399002e+00,  4.81221904e+02,  4.77410912e+00,  3.21876143e+02,  7.92889492e+00,  1.35256381e+00,  3.94276570e+00,  1.31059010e-02,  4.02177606e+01,  1.08567022e+02,  1.14136025e+00
1.57714996e+02,  4.86264774e+00,  9.27355190e+01,  1.08775438e+01,  3.03974718e+02,  3.88793108e+00,  5.00845243e+02,  8.62284585e+00,  8.10863881e-01,  4.20033768e+00,  1.07201903e-02,  3.79783320e+01,  1.15503774e+02,  1.15625612e+00
1.30682025e+02,  6.83477581e+00,  1.25317687e+02,  1.18825346e+01,  4.81555320e+02,  6.51712493e+00,  2.88905377e+02,  8.19224765e+00,  1.79624056e+00,  4.38931394e+00,  7.85732377e-03,  4.72475409e+01,  1.03971400e+02,  1.13128909e+00
1.74493421e+02,  6.47186113e+00,  1.19148589e+02,  1.33094947e+01,  2.68362633e+02,  4.22927392e+00,  4.68544567e+02,  1.10343748e+01,  1.48299937e+00,  4.27619630e+00,  1.14989939e-02,  4.18500868e+01,  1.06593273e+02,  1.13902219e+00
1.28473577e+02,  6.06737483e+00,  1.21860832e+02,  1.01289346e+01,  3.77986178e+02,  5.29750967e+00,  3.71193389e+02,  1.41683536e+01,  1.18694725e+00,  4.34890876e+00,  8.87486963e-03,  4.28856346e+01,  1.09438103e+02,  1.14232455e+00
1.41490438e+02,  6.22643353e+00,  1.50063670e+02,  1.07688166e+01,  3.24830908e+02,  5.66034635e+00,  4.83066872e+02,  9.69279552e+00,  1.36766476e+00,  4.33611851e+00,  9.43153968e-03,  4.36725281e+01,  1.07546532e+02,  1.13798392e+00
1.49160659e+02,  4.71418684e+00,  1.07623464e+02,  1.21162961e+01,  3.90543940e+02,  5.79000016e+00,  4.18217760e+02,  8.11682140e+00,  1.12951745e+00,  4.44245468e+00,  7.15964815e-03,  4.42805692e+01,  1.09832423e+02,  1.14289480e+00
1.39044690e+02,  4.86767594e+00,  1.43256254e+02,  1.34953096e+01,  3.66445178e+02,  3.92504574e+00,  4.19885606e+02,  1.08185677e+01,  1.02919845e+00,  4.19691312e+00,  9.71582759e-03,  4.05627390e+01,  1.11869542e+02,  1.14833240e+00
1.40264678e+02,  7.40246895e+00,  1.06562556e+02,  1.39666092e+01,  2.61317309e+02,  4.77369889e+00,  5.25200806e+02,  1.29729906e+01,  1.69758001e+00,  4.59991648e+00,  8.98909180e-03,  4.50456736e+01,  1.04453561e+02,  1.13476729e+00
1.41355105e+02,  4.47298539e+00,  1.46831088e+02,  8.38518272e+00,  4.33179053e+02,  4.26559493e+00,  4.90882971e+02,  1.41413144e+01,  8.20311124e-01,  3.98932886e+00,  1.18593606e-02,  3.76810589e+01,  1.16245463e+02,  1.15445624e+00
1.77885234e+02,  6.30712074e+00,  1.37548141e+02,  1.32884775e+01,  2.74980959e+02,  3.95338453e+00,  4.52562136e+02,  1.26037523e+01,  1.45448336e+00,  4.19140360e+00,  1.23583700e-02,  4.11054921e+01,  1.07003467e+02,  1.13970135e+00
1.76304268e+02,  6.33540418e+00,  1.14594034e+02,  1.46126413e+01,  3.95701970e+02,  4.67126413e+00,  4.03827262e+02,  8.16069491e+00,  1.68506550e+00,  4.17250934e+00,  1.14740307e-02,  4.28322318e+01,  1.05044569e+02,  1.13563329e+00
1.80308102e+02,  6.23414012e+00,  1.03357893e+02,  1.37483203e+01,  4.65020164e+02,  4.16311898e+00,  4.74807360e+02,  8.93701605e+00,  1.60294892e+00,  4.04633342e+00,  1.35664463e-02,  4.08878425e+01,  1.05910260e+02,  1.13786754e+00
1.59762522e+02,  7.73336998e+00,  1.01310680e+02,  1.22457708e+01,  3.14217832e+02,  6.41896317e+00,  4.55271012e+02,  1.03255109e+01,  2.11822551e+00,  4.51589654e+00,  8.99714345e-03,  4.72874257e+01,  1.01923698e+02,  1.12798846e+00
1.61091806e+02,  6.41980927e+00,  1.40856483e+02,  1.40391640e+01,  3.01973539e+02,  6.01616011e+00,  5.11945299e+02,  1.40057645e+01,  1.73448589e+00,  4.39246052e+00,  9.35539137e-03,  4.55502141e+01,  1.04393783e+02,  1.13209209e+00
1.57689937e+02,  6.04229839e+00,  1.11978783e+02,  1.52329556e+01,  3.03967713e+02,  4.19033878e+00,  5.15667714e+02,  1.21772045e+01,  1.36381689e+00,  4.31072284e+00,  1.04758007e-02,  4.19554359e+01,  1.07637506e+02,  1.14111521e+00
1.25129864e+02,  7.00367580e+00,  1.50197558e+02,  8.61607928e+00,  4.45309086e+02,  5.84837113e+00,  3.50588067e+02,  9.76911303e+00,  1.51998024e+00,  4.30790479e+00,  9.17969931e-03,  4.46869065e+01,  1.06210335e+02,  1.13541222e+00
1.58770307e+02,  5.70957664e+00,  1.08220335e+02,  1.15571257e+01,  3.87767775e+02,  4.33720495e+00,  4.13755263e+02,  8.47257273e+00,  1.18979563e+00,  4.15560989e+00,  1.12277998e-02,  4.03807916e+01,  1.09898142e+02,  1.14506138e+00
1.94432167e+02,  4.45344376e+00,  1.29789305e+02,  9.62432950e+00,  3.52877759e+02,  3.97402344e+00,  4.42774722e+02,  1.22829503e+01,  8.98985908e-01,  3.88185558e+00,  1.41742164e-02,  3.65318447e+01,  1.15214031e+02,  1.15402297e+00
1.24323251e+02,  5.74097280e+00,  1.47370961e+02,  9.04028307e+00,  3.49576509e+02,  5.98434378e+00,  4.19392657e+02,  8.76675981e+00,  1.10841867e+00,  4.36668321e+00,  8.18703452e-03,  4.34719875e+01,  1.10326815e+02,  1.14237425e+00
1.20171913e+02,  5.51901958e+00,  1.32453231e+02,  1.39395296e+01,  3.93779739e+02,  3.62827767e+00,  4.02332522e+02,  1.00884253e+01,  1.07924451e+00,  4.24108814e+00,  9.61551006e-03,  4.07897491e+01,  1.11060843e+02,  1.14781252e+00
1.09512031e+02,  4.24760188e+00,  9.00465448e+01,  1.05019929e+01,  3.83512074e+02,  3.78913816e+00,  5.30675776e+02,  1.44009233e+01,  6.19921236e-01,  4.38548737e+00,  7.76958099e-03,  3.89267382e+01,  1.18822130e+02,  1.16165037e+00
1.54909901e+02,  6.96935207e+00,  8.57886384e+01,  1.22927819e+01,  4.20875790e+02,  4.09492572e+00,  4.10971658e+02,  1.12129606e+01,  1.57878123e+00,  4.29680273e+00,  1.11374773e-02,  4.23819691e+01,  1.05737403e+02,  1.13806318e+00
1.24961020e+02,  6.18565875e+00,  1.13427729e+02,  1.30010461e+01,  3.86477585e+02,  5.93124595e+00,  5.30236953e+02,  8.00179312e+00,  1.44473041e+00,  4.51129226e+00,  7.67003921e-03,  4.56605271e+01,  1.06516438e+02,  1.13668500e+00
1.09999216e+02,  7.53408918e+00,  1.38110790e+02,  1.11787148e+01,  2.85770795e+02,  6.00524526e+00,  3.22812473e+02,  1.41982383e+01,  1.58337017e+00,  4.71421832e+00,  6.85284455e-03,  4.74032976e+01,  1.05144321e+02,  1.13415811e+00
1.79581536e+02,  6.26550035e+00,  1.26002409e+02,  1.30646974e+01,  3.95011673e+02,  4.95343341e+00,  4.74285366e+02,  8.25619887e+00,  1.65065896e+00,  4.12639695e+00,  1.21727272e-02,  4.24222801e+01,  1.05381745e+02,  1.13545298e+00
1.77725244e+02,  4.78928870e+00,  1.22925553e+02,  1.15115331e+01,  2.85800544e+02,  4.35875169e+00,  5.14371916e+02,  8.27811795e+00,  9.60949775e-01,  4.14940432e+00,  1.11363209e-02,  3.90925856e+01,  1.13061589e+02,  1.15031091e+00
1.44047777e+02,  5.97510935e+00,  9.45475061e+01,  1.32227798e+01,  3.85659750e+02,  4.17347036e+00,  2.97958017e+02,  1.13274810e+01,  1.22565241e+00,  4.29380768e+00,  9.52529736e-03,  4.17227008e+01,  1.09133945e+02,  1.14458934e+00
1.32622764e+02,  6.48931951e+00,  1.19451951e+02,  1.48346995e+01,  3.67099585e+02,  5.73369812e+00,  3.00666537e+02,  1.42563644e+01,  1.65366252e+00,  4.51483905e+00,  7.33292124e-03,  4.68804628e+01,  1.04843587e+02,  1.13399641e+00
1.30655008e+02,  6.57669251e+00,  1.51850695e+02,  1.07793837e+01,  2.85225545e+02,  4.81232138e+00,  4.05822120e+02,  1.27783856e+01,  1.28841415e+00,  4.41528981e+00,  9.24270382e-03,  4.30888520e+01,  1.08193741e+02,  1.14055785e+00
1.88240522e+02,  4.22080434e+00,  9.20933708e+01,  1.21344699e+01,  3.96307488e+02,  6.51694398e+00,  3.83164177e+02,  1.13409179e+01,  1.19581026e+00,  4.43338166e+00,  7.24312595e-03,  4.47617928e+01,  1.09059080e+02,  1.14089613e+00
1.15041130e+02,  7.31134794e+00,  1.09457684e+02,  1.39188870e+01,  2.81278783e+02,  5.89831519e+00,  4.80985971e+02,  1.45395155e+01,  1.62730839e+00,  4.75862281e+00,  6.92483140e-03,  4.73555727e+01,  1.04768794e+02,  1.13399999e+00
1.19433590e+02,  6.17673626e+00,  1.11973828e+02,  8.87393423e+00,  4.12979102e+02,  5.33563625e+00,  5.05321504e+02,  1.23342920e+01,  1.11797079e+00,  4.33973127e+00,  9.33694205e-03,  4.21593508e+01,  1.10293216e+02,  1.14360131e+00
1.71649366e+02,  6.43742846e+00,  1.21389042e+02,  8.32169869e+00,  4.11212950e+02,  3.77254746e+00,  3.90867194e+02,  1.25797494e+01,  1.33324964e+00,  4.05658217e+00,  1.33569593e-02,  3.98778935e+01,  1.08509657e+02,  1.14214445e+00
1.75861224e+02,  6.99605186e+00,  8.85941289e+01,  1.20020217e+01,  3.43562270e+02,  6.32273654e+00,  3.05823286e+02,  1.32074709e+01,  1.84972795e+00,  4.37488078e+00,  9.30561787e-03,  4.58561859e+01,  1.03635902e+02,  1.13138554e+00
1.34197960e+02,  6.25536158e+00,  1.39091572e+02,  1.28539473e+01,  3.16506335e+02,  4.28655684e+00,  3.60824875e+02,  1.34295389e+01,  1.27446952e+00,  4.35406643e+00,  9.42507244e-03,  4.24913701e+01,  1.08463908e+02,  1.14210151e+00
1.59202311e+02,  6.33533472e+00,  1.20677926e+02,  1.21849128e+01,  3.30157096e+02,  4.98274143e+00,  3.79290331e+02,  9.07088490e+00,  1.44262237e+00,  4.29328247e+00,  1.00309941e-02,  4.30109220e+01,  1.06923766e+02,  1.13862292e+00
1.88045255e+02,  4.56001117e+00,  1.18145939e+02,  1.11495933e+01,  3.33718297e+02,  4.53894070e+00,  3.47495153e+02,  9.50718820e+00,  9.80375791e-01,  4.09200444e+00,  1.08415157e-02,  3.93598573e+01,  1.12949783e+02,  1.14997452e+00
1.88837736e+02,  4.94434338e+00,  9.88130475e+01,  9.09585854e+00,  4.17092319e+02,  3.94668214e+00,  5.28776656e+02,  1.44378699e+01,  9.71238566e-01,  3.86433560e+00,  1.55276505e-02,  3.63825915e+01,  1.14020595e+02,  1.15191483e+00
1.78510331e+02,  7.18378739e+00,  1.38542951e+02,  1.12292481e+01,  4.18237132e+02,  6.20093638e+00,  3.18070648e+02,  1.00262905e+01,  2.09178849e+00,  4.19465355e+00,  1.07575175e-02,  4.58153051e+01,  1.02244568e+02,  1.12792759e+00
1.44580046e+02,  5.60359253e+00,  1.04036212e+02,  1.26149463e+01,  2.77748087e+02,  5.02372000e+00,  4.67953770e+02,  1.36484738e+01,  1.09953096e+00,  4.46226265e+00,  8.33099288e-03,  4.26790438e+01,  1.10184153e+02,  1.14466878e+00
